Fecha,fix
11/03/2023,18.0577
12/03/2023,18.0577
13/03/2023,18.0577
14/03/2023,18.4083
15/03/2023,18.8302
16/03/2023,18.6427
17/03/2023,18.9972
18/03/2023,18.9095
19/03/2023,18.9095
20/03/2023,18.9095
21/03/2023,18.9095
22/03/2023,18.8977
23/03/2023,18.6755
24/03/2023,18.5437
25/03/2023,18.4902
26/03/2023,18.4902
27/03/2023,18.4902
28/03/2023,18.5178
29/03/2023,18.3830
30/03/2023,18.2523
31/03/2023,18.1052
01/04/2023,18.0932
02/04/2023,18.0932
03/04/2023,18.0932
04/04/2023,18.0415
05/04/2023,18.1070
06/04/2023,18.1185
07/04/2023,18.1185
08/04/2023,18.1185
09/04/2023,18.1185
10/04/2023,18.1185
11/04/2023,18.3323
12/04/2023,18.1765
13/04/2023,18.1870
14/04/2023,18.0660
15/04/2023,18.0152
16/04/2023,18.0152
17/04/2023,18.0152
18/04/2023,18.0638
19/04/2023,18.0868
20/04/2023,18.0630
21/04/2023,18.0448
22/04/2023,18.0090
23/04/2023,18.0090
24/04/2023,18.0090
25/04/2023,17.9988
26/04/2023,18.0082
27/04/2023,18.0892
28/04/2023,18.1030
29/04/2023,18.0723
30/04/2023,18.0723
01/05/2023,18.0723
02/05/2023,18.0723
03/05/2023,17.9975
04/05/2023,18.0325
05/05/2023,17.9060
06/05/2023,17.9575
07/05/2023,17.9575
08/05/2023,17.9575
09/05/2023,17.7863
10/05/2023,17.8213
11/05/2023,17.7608
12/05/2023,17.5845
13/05/2023,17.6287
14/05/2023,17.6287
15/05/2023,17.6287
16/05/2023,17.6142
17/05/2023,17.5380
18/05/2023,17.4672
19/05/2023,17.5872
20/05/2023,17.7342
21/05/2023,17.7342
22/05/2023,17.7342
23/05/2023,17.6930
24/05/2023,17.8680
25/05/2023,17.9687
26/05/2023,17.8195
27/05/2023,17.8252
28/05/2023,17.8252
29/05/2023,17.8252
30/05/2023,17.6723
31/05/2023,17.5605
01/06/2023,17.6532
02/06/2023,17.7418
03/06/2023,17.5673
04/06/2023,17.5673
05/06/2023,17.5673
06/06/2023,17.5063
07/06/2023,17.4732
08/06/2023,17.4192
09/06/2023,17.3608
10/06/2023,17.4085
11/06/2023,17.4085
12/06/2023,17.4085
13/06/2023,17.2840
14/06/2023,17.3120
15/06/2023,17.2185
16/06/2023,17.1247
17/06/2023,17.1762
18/06/2023,17.1762
19/06/2023,17.1762
20/06/2023,17.0792
21/06/2023,17.0945
22/06/2023,17.2043
23/06/2023,17.1547
24/06/2023,17.1713
25/06/2023,17.1713
26/06/2023,17.1713
27/06/2023,17.1795
28/06/2023,17.1445
29/06/2023,17.1013
30/06/2023,17.0720
01/07/2023,17.1187
02/07/2023,17.1187
03/07/2023,17.1187
04/07/2023,17.1358
05/07/2023,17.0517
06/07/2023,17.0260
07/07/2023,17.0040
08/07/2023,17.2825
09/07/2023,17.2825
10/07/2023,17.2825
11/07/2023,17.1012
12/07/2023,17.0605
13/07/2023,17.0783
14/07/2023,16.8537
15/07/2023,16.8905
16/07/2023,16.8905
17/07/2023,16.8905
18/07/2023,16.7892
19/07/2023,16.7858
20/07/2023,16.7480
21/07/2023,16.7667
22/07/2023,16.8460
23/07/2023,16.8460
24/07/2023,16.8460
25/07/2023,16.9393
26/07/2023,16.8367
27/07/2023,16.9075
28/07/2023,16.8825
29/07/2023,16.7338
30/07/2023,16.7338
31/07/2023,16.7338
01/08/2023,16.6895
02/08/2023,16.7303
03/08/2023,16.8533
04/08/2023,17.0193
05/08/2023,17.2892
06/08/2023,17.2892
07/08/2023,17.2892
08/08/2023,17.0555
09/08/2023,17.0608
10/08/2023,17.1122
11/08/2023,17.0767
12/08/2023,16.9548
13/08/2023,16.9548
14/08/2023,16.9548
15/08/2023,17.0045
16/08/2023,17.0672
17/08/2023,17.1388
18/08/2023,17.0768
19/08/2023,17.1225
20/08/2023,17.1225
21/08/2023,17.1225
22/08/2023,17.0477
23/08/2023,17.0202
24/08/2023,16.9267
25/08/2023,16.8077
26/08/2023,16.8090
27/08/2023,16.8090
28/08/2023,16.8090
29/08/2023,16.7718
30/08/2023,16.7432
31/08/2023,16.8402
01/09/2023,16.7477
02/09/2023,16.9170
03/09/2023,16.9170
04/09/2023,16.9170
05/09/2023,17.1113
06/09/2023,17.1750
07/09/2023,17.3492
08/09/2023,17.5805
09/09/2023,17.5543
10/09/2023,17.5543
11/09/2023,17.5543
12/09/2023,17.5767
13/09/2023,17.3813
14/09/2023,17.2553
15/09/2023,17.1235
16/09/2023,17.1042
17/09/2023,17.1042
18/09/2023,17.1042
19/09/2023,17.0807
20/09/2023,17.1307
21/09/2023,17.0805
22/09/2023,17.0240
23/09/2023,17.1675
24/09/2023,17.1675
25/09/2023,17.1675
26/09/2023,17.1568
27/09/2023,17.3733
28/09/2023,17.4758
29/09/2023,17.7287
30/09/2023,17.6195
01/10/2023,17.6195
02/10/2023,17.6195
03/10/2023,17.4127
04/10/2023,17.5920
05/10/2023,17.9025
06/10/2023,18.0170
07/10/2023,18.2407
08/10/2023,18.2407
09/10/2023,18.2407
10/10/2023,18.1837
11/10/2023,18.3482
12/10/2023,17.9917
13/10/2023,17.8420
14/10/2023,17.9132
15/10/2023,17.9132
16/10/2023,17.9132
17/10/2023,18.0362
18/10/2023,17.9568
19/10/2023,17.9097
20/10/2023,18.2440
21/10/2023,18.2873
22/10/2023,18.2873
23/10/2023,18.2873
24/10/2023,18.2343
25/10/2023,18.1218
26/10/2023,18.2842
27/10/2023,18.3122
28/10/2023,18.2178
29/10/2023,18.2178
30/10/2023,18.2178
31/10/2023,18.0752
01/11/2023,18.0640
02/11/2023,18.0368
03/11/2023,18.0368
04/11/2023,17.9305
05/11/2023,17.9305
06/11/2023,17.9305
07/11/2023,17.4117
08/11/2023,17.5308
09/11/2023,17.5097
10/11/2023,17.5017
11/11/2023,17.4888
12/11/2023,17.4888
13/11/2023,17.4888
14/11/2023,17.7480
15/11/2023,17.6138
16/11/2023,17.3917
17/11/2023,17.3387
18/11/2023,17.2708
19/11/2023,17.2708
20/11/2023,17.2708
21/11/2023,17.2708
22/11/2023,17.2175
23/11/2023,17.2102
24/11/2023,17.2133
25/11/2023,17.1787
26/11/2023,17.1787
27/11/2023,17.1787
28/11/2023,17.1268
29/11/2023,17.1555
30/11/2023,17.1357
01/12/2023,17.1870
02/12/2023,17.3730
03/12/2023,17.3730
04/12/2023,17.3730
05/12/2023,17.2143
06/12/2023,17.4060
07/12/2023,17.4215
08/12/2023,17.2685
09/12/2023,17.4197
10/12/2023,17.4197
11/12/2023,17.4197
12/12/2023,17.3688
13/12/2023,17.3688
14/12/2023,17.4470
15/12/2023,17.3980
16/12/2023,17.2990
17/12/2023,17.2990
18/12/2023,17.2990
19/12/2023,17.1908
